,rmsd,tm_score,lddt,identifier,tool,msa_mode,template_id,plddt,max_pae,ptm
0,1.0150656700134277,0.880217432975769,0.7283279536148719,7ah0,OmegaFold,,,,,
1,1.2374608516693115,0.8605741262435913,0.7731734127479107,7ah0,ESM,,,,,
2,11.591033935546875,0.5753615498542786,0.47323855068022547,7ah0,ColabFold,single,none,80.65848214285714,30.390625,0.56
3,1.4827243089675903,0.8167468905448914,0.7064896517236373,7ah0,ColabFold,single,omega,82.11741071428571,30.25,0.54
4,1.5343201160430908,0.8139095306396484,0.739687040712109,7ah0,ColabFold,single,truth,81.61553571428571,30.25,0.52
5,1.4176054000854492,0.8265517354011536,0.7125162501805575,7ah0,ColabFold,single,comb,82.37116071428571,30.390625,0.52
6,2.3467118740081787,0.6998502612113953,0.7472869469828304,7ah0,ColabFold,single,esm,83.89196428571428,29.890625,0.48
7,1.8926701545715332,0.7770243287086487,0.6939493935798563,7ah0,ColabFold,full,none,78.57491071428572,29.9375,0.5
8,1.2815319299697876,0.8441627025604248,0.7273320888205627,7ah0,ColabFold,full,omega,82.90446428571428,29.703125,0.58
9,2.2645068168640137,0.7251493334770203,0.7420065578681935,7ah0,ColabFold,full,truth,82.93651785714286,30.21875,0.52
10,1.0219781398773193,0.8726075291633606,0.7422396801710861,7ah0,ColabFold,full,comb,82.96,29.9375,0.56
11,2.588106155395508,0.6843903064727783,0.7366216978305694,7ah0,ColabFold,full,esm,83.87767857142858,30.59375,0.53
12,3.1084635257720947,0.6543871760368347,0.6634757154312418,7ah0,ColabFold,single,af,84.53544642857143,30.3125,0.57
13,12.629559516906738,0.313564270734787,0.3119428090832633,7ad5,OmegaFold,,,,,
14,15.629568099975586,0.2810133993625641,0.32396909774684857,7ad5,ESM,,,,,
15,14.222556114196777,0.378799706697464,0.3334038527364698,7ad5,ColabFold,single,none,42.25888,30.59375,0.32
16,12.634917259216309,0.3183647692203522,0.3056369971832283,7ad5,ColabFold,single,omega,75.62536,28.390625,0.62
17,0.26328688859939575,0.9880882501602173,0.9498844445034766,7ad5,ColabFold,single,truth,95.6132,28.734375,0.86
18,12.451963424682617,0.3219592273235321,0.31216189260352667,7ad5,ColabFold,single,comb,66.3388,29.96875,0.53
19,15.347882270812988,0.28266653418540955,0.3200706259509687,7ad5,ColabFold,single,esm,66.434,29.171875,0.56
20,14.30146312713623,0.37862229347229004,0.3192371128841855,7ad5,ColabFold,full,none,44.34944,31.109375,0.4
21,12.70667839050293,0.3193034827709198,0.3036823474824882,7ad5,ColabFold,full,omega,75.35536,28.046875,0.64
22,0.24961483478546143,0.9885013103485107,0.9617801652892563,7ad5,ColabFold,full,truth,95.6736,27.28125,0.87
23,12.454401969909668,0.3190067410469055,0.3122476420456773,7ad5,ColabFold,full,comb,66.79344,29.421875,0.55
24,15.387770652770996,0.282002329826355,0.3234864378840102,7ad5,ColabFold,full,esm,67.076,29.40625,0.59
25,14.1782865524292,0.3838825821876526,0.3173312730152141,7ad5,ColabFold,single,af,75.69712,29.84375,0.65
26,2.3007426261901855,0.8718234896659851,0.7780038986751976,7a8s,OmegaFold,,,,,
27,1.5558063983917236,0.8967570662498474,0.7754746939196088,7a8s,ESM,,,,,
28,2.1891448497772217,0.8688410520553589,0.7539796393573958,7a8s,ColabFold,single,none,88.22738693467336,30.40625,0.85
29,2.3246960639953613,0.8712031841278076,0.7665686277775372,7a8s,ColabFold,single,omega,91.87482412060301,31.59375,0.88
30,1.7041562795639038,0.901594340801239,0.826066273612809,7a8s,ColabFold,single,truth,88.79522613065326,31.296875,0.87
31,2.2331719398498535,0.8713533878326416,0.7687408648187192,7a8s,ColabFold,single,comb,91.37075376884422,31.46875,0.88
32,2.0052125453948975,0.8763788938522339,0.7605389050817387,7a8s,ColabFold,single,esm,90.4262311557789,31.4375,0.88
33,2.241664171218872,0.8710712790489197,0.771632903072619,7a8s,ColabFold,full,none,90.81206030150754,30.25,0.87
34,2.2959556579589844,0.8714195489883423,0.7721900351462994,7a8s,ColabFold,full,omega,93.15261306532663,30.109375,0.89
35,2.278350353240967,0.8718687295913696,0.7681551209961982,7a8s,ColabFold,full,truth,90.13291457286432,30.296875,0.87
36,2.235924482345581,0.870353639125824,0.7621126811074451,7a8s,ColabFold,full,comb,93.37844221105527,30.140625,0.89
37,2.1817550659179688,0.8708586096763611,0.7627536990965038,7a8s,ColabFold,full,esm,91.98798994974874,30.125,0.89
38,2.30564022064209,0.8703462481498718,0.7635985461811416,7a8s,ColabFold,single,af,91.55110552763819,31.578125,0.88
39,15.333271026611328,0.480144739151001,0.516779496194341,7tjl,OmegaFold,,,,,
40,1.4344805479049683,0.7962183952331543,0.7236420738544577,7tjl,ESM,,,,,
41,15.262591361999512,0.4784121513366699,0.5109591063197593,7tjl,ColabFold,single,none,88.02311827956989,22.421875,0.71
42,15.350837707519531,0.4725942015647888,0.5152364313999535,7tjl,ColabFold,single,omega,95.85451612903226,18.515625,0.81
43,0.3734143376350403,0.9038466811180115,0.8499678479206647,7tjl,ColabFold,single,truth,94.94752688172044,28.609375,0.82
44,15.34555721282959,0.480765163898468,0.5223149015932521,7tjl,ColabFold,single,comb,93.20817204301075,20.40625,0.76
45,1.4990488290786743,0.7884048223495483,0.7159722553272632,7tjl,ColabFold,single,esm,96.9041935483871,21.71875,0.85
46,15.214725494384766,0.471738338470459,0.5022893308889237,7tjl,ColabFold,full,none,90.84075268817205,22.375,0.77
47,15.334015846252441,0.47888392210006714,0.5145721141772929,7tjl,ColabFold,full,omega,95.59408602150538,18.359375,0.82
48,0.30185702443122864,0.9073178768157959,0.8605787065660937,7tjl,ColabFold,full,truth,94.56225806451613,27.5,0.81
49,15.3125581741333,0.4807599186897278,0.5246147198617312,7tjl,ColabFold,full,comb,93.13612903225807,23.5,0.75
50,1.4769684076309204,0.7912510633468628,0.7195857430044112,7tjl,ColabFold,full,esm,96.5125806451613,20.671875,0.85
51,15.26186466217041,0.4741474986076355,0.5050595568893335,7tjl,ColabFold,single,af,96.35075268817204,18.515625,0.83
52,,,,7cg5,OmegaFold,,,,,
53,,,,7cg5,ESM,,,,,
54,1.3256789445877075,0.938632071018219,0.8210399984834146,7s5l,OmegaFold,,,,,
55,1.4155676364898682,0.9351163506507874,0.8009748486193223,7s5l,ESM,,,,,
56,15.972805976867676,0.33431658148765564,0.4313251125847902,7s5l,ColabFold,single,none,39.09264631043257,31.171875,0.26
57,1.3335915803909302,0.9384368658065796,0.8074292549349592,7s5l,ColabFold,single,omega,97.07979643765903,27.109375,0.95
58,0.7244439125061035,0.9606494903564453,0.9394888358376633,7s5l,ColabFold,single,truth,95.34608142493639,30.46875,0.94
59,1.235213279724121,0.9416666030883789,0.8241031870801773,7s5l,ColabFold,single,comb,95.65982188295166,28.953125,0.94
60,1.3992701768875122,0.9357585310935974,0.8043266575380296,7s5l,ColabFold,single,esm,96.62325699745547,28.125,0.94
61,1.3271256685256958,0.9400574564933777,0.8182286632799792,7s5l,ColabFold,full,none,88.89653944020357,30.84375,0.9
62,1.2863504886627197,0.9402373433113098,0.817788346429271,7s5l,ColabFold,full,omega,96.49391857506362,27.90625,0.94
63,0.7314438223838806,0.9608928561210632,0.9380463644986767,7s5l,ColabFold,full,truth,94.48575063613231,29.578125,0.94
64,1.1983574628829956,0.942929744720459,0.8258744127829025,7s5l,ColabFold,full,comb,96.16697201017811,28.46875,0.94
65,1.378307580947876,0.9366507530212402,0.8054922483592195,7s5l,ColabFold,full,esm,95.79111959287532,28.875,0.94
66,1.3125051259994507,0.940700352191925,0.8091810921861688,7s5l,ColabFold,single,af,96.70804071246819,29.140625,0.95
67,5.476868629455566,0.5391443967819214,0.6583233987211444,7kuw,OmegaFold,,,,,
68,0.8950731754302979,0.9124146103858948,0.8489240767282509,7kuw,ESM,,,,,
69,4.430327415466309,0.585968017578125,0.6746892838346625,7kuw,ColabFold,single,none,88.73387096774194,24.109375,0.54
70,5.66714334487915,0.5205626487731934,0.6590197837790519,7kuw,ColabFold,single,omega,95.86645161290322,24.453125,0.71
71,0.4251660406589508,0.976414680480957,0.9211994421199442,7kuw,ColabFold,single,truth,93.0074193548387,21.5,0.7
72,1.3992551565170288,0.8409658670425415,0.8203242165916805,7kuw,ColabFold,single,comb,90.41903225806452,22.71875,0.61
73,1.0593165159225464,0.8841131925582886,0.8457951327696481,7kuw,ColabFold,single,esm,93.05419354838709,20.796875,0.7
74,4.32403039932251,0.6109679341316223,0.6725963682055855,7kuw,ColabFold,full,none,87.26677419354839,23.421875,0.53
75,5.621487140655518,0.5224959254264832,0.6615790393394639,7kuw,ColabFold,full,omega,95.04870967741935,24.703125,0.7
76,0.5105766654014587,0.9675931334495544,0.9199867464556809,7kuw,ColabFold,full,truth,92.50016129032258,22.0,0.67
77,1.2509061098098755,0.8536917567253113,0.824568733958097,7kuw,ColabFold,full,comb,88.14241935483871,22.234375,0.64
